"tr_build_id","gh_project_name","NC","nbr_auth","NMF","NLR","NLA","CX","FT","TD","WD","CTM","AX","ACF","BT","openjdk6","openjdk7","oraclejdk7","oraclejdk8","BS3","prev_BS3","BS2","prev_BS2","BS1","prev_BS1","entropy","MysteryGuest","GeneralFixture","AssertionRoulette","IndirectTesting","SensitiveEquality","commit","LongMethod","LongParameterList","ComplexClass","Blob","LazyClass","AntiSingleto","BaseClassShouldBeAbstract","RefusedParentBequest","ManyFieldAttributesButNotComplex","SpaghettiCode","SpeculativeGenerality","LargeClass","gh_build_started_at","old_PB","BC","DLF","exist_test"
6138503,"eclipse/jetty.project",1,1,4,10,127,"faible","test+src",19,"Sunday","0",1475,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.845747814081569,"1","0","1","1","1","44ec0b3f49f6d540a9745b13d0edcbd1c2f63f8e",1,1,0,1,0,0,0,0,0,1,1,0,"2013-04-07 23:31:36",1,0.95,"week_ago",1
6139111,"eclipse/jetty.project",1,1,2,5,4,"faible","test+src",19,"Sunday","0",1467,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.991076059838222,"0","0","0","0","0","0965ca62e286479ccaa8efcf8e19257504f8d9f8",1,1,0,0,0,0,0,0,0,1,0,0,"2013-04-08 00:01:14",1,0.95,"less_day",1
6140396,"eclipse/jetty.project",2,6,9,20,137,"faible","src",21,"Sunday","0",1475,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.353046764232127,"1","0","1","1","1","1395675f218a3241017bad058fc9fd08ba07ce5f",1,1,0,1,0,0,0,0,0,1,1,0,"2013-04-08 01:31:02",1,0.96,"less_day",1
6141472,"eclipse/jetty.project",2,6,163,176,292,"high","other",22,"Sunday","0",1475,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.9988618239534,"","","","","","b8dd8bde142e0bbfaae399a97ead1323081d0c91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-08 03:01:55",1,0.96,"less_day",0
6155506,"eclipse/jetty.project",1,1,2,284,0,"faible","src+other",10,"Monday","0",1404,"daily","MERGE",0,1,1,0,1,1,1,1,1,1,0.548486608843174,"0","0","0","0","0","e6fb9adedaf6fe7f0f19ffe540eb3f3353a1affb",0,0,0,1,0,0,0,0,0,0,0,0,"2013-04-08 15:01:19",1,0.92,"less_day",1
6155511,"eclipse/jetty.project",1,1,2,321,0,"faible","src+other",10,"Monday","0",1404,"daily","MERGE",0,1,1,0,1,1,1,1,1,1,0.773476596860041,"0","0","0","0","0","e004ce0017b915357d8f52e1377992fe83d3d391",0,0,0,1,0,0,0,0,0,0,0,0,"2013-04-08 15:01:35",1,0.96,"less_day",1
6155514,"eclipse/jetty.project",1,1,2,284,0,"faible","src+other",10,"Monday","0",1404,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.548486608843174,"0","0","0","0","0","87b1003641677f378d795c41a126d9c8a031f204",0,0,0,1,0,0,0,0,0,0,0,0,"2013-04-08 15:02:21",1,0.83,"week_ago",1
6181438,"eclipse/jetty.project",1,1,1,0,224,"faible","test+src",6,"Tuesday","0",1404,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"0","0","0","0","0","45253bfb2ab0e309214839f972231eaf39355845",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-09 10:31:30",1,0.96,"less_day",1
6191622,"eclipse/jetty.project",1,1,1,2,2,"faible","other",12,"Tuesday","0",1405,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"","","","","","ff08b1c2e599ec0ef3f838454a9fa4b15a99e476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-09 17:01:24",1,0.96,"less_day",0
6193858,"eclipse/jetty.project",1,1,22,406,512,"faible","src+other",14,"Tuesday","0",1370,"daily","MERGE",0,1,1,0,1,1,0,0,1,1,0.737290721913306,"","","","","","540a41bdc57e57385deb9338ee2e2e3be91c14b6",1,1,0,1,0,0,0,0,0,1,1,0,"2013-04-09 18:32:05",1,0.93,"less_day",0
6199141,"eclipse/jetty.project",1,1,1,0,2,"faible","test+src",17,"Tuesday","0",1405,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"0","0","0","0","0","aa4e79efe2e1db27b86d9c943e1e9af7ef1ba7f3",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-09 21:31:16",1,0.96,"less_day",1
6202396,"eclipse/jetty.project",1,1,3,0,355,"faible","test+src",19,"Tuesday","0",1371,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.921290163514716,"","","","","","36f0cf41ffede2de6a10bd4baadcd1a2a296f940",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-09 23:32:18",0,0.89,"less_day",0
6221090,"eclipse/jetty.project",1,1,5,24,236,"faible","test+src",10,"Wednesday","1",617,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.839076348552537,"0","0","0","0","0","6a6660bfc61554966dcdf3ff85199621225b203f",1,1,0,0,0,0,0,0,0,1,0,0,"2013-04-10 15:31:32",1,0.95,"less_day",1
6229581,"eclipse/jetty.project",2,6,84,107,398,"faible","other",16,"Wednesday","0",1477,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.397075462742111,"","","","","","e4e514d10a1e027ee57755841c6956df38feb017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-10 20:31:34",1,1,"less_day",0
6230324,"eclipse/jetty.project",1,1,1,1,1,"faible","src",16,"Wednesday","0",1470,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"0","0","0","0","0","5637db66e8efdeede113847fdacfab47e0879b90",0,0,0,0,0,0,0,0,0,1,0,0,"2013-04-10 21:01:20",1,1,"less_day",1
6233279,"eclipse/jetty.project",1,1,2,3,6,"faible","test+src",18,"Wednesday","0",1478,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.991076059838222,"0","0","0","0","0","e8d9625dcc195da329a8402c774940dd09e68bb4",0,0,0,0,0,0,0,0,0,1,0,0,"2013-04-10 23:01:33",1,1,"less_day",1
6234492,"eclipse/jetty.project",1,1,3,14,130,"faible","test+src",19,"Wednesday","0",1372,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.618736448041166,"","","","","","dc5480aafe6c02353fe7b68a066979a294d5449c",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-11 00:01:15",0,0.89,"day_ago",0
6234963,"eclipse/jetty.project",1,1,27,364,263,"moy","src",20,"Wednesday","0",1470,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.684302870035537,"0","0","0","0","0","76df005c64b40c750362834eb1902049bd9d81c2",1,1,0,1,0,0,0,0,0,1,0,0,"2013-04-11 00:31:16",1,1,"less_day",1
6236347,"eclipse/jetty.project",2,6,31,385,396,"faible","src",21,"Wednesday","0",1478,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.367817471027232,"1","0","1","0","1","4c04f5dd40106d4b40402161beb0d5f92b5ecbb8",1,0,0,0,0,0,0,0,0,1,0,0,"2013-04-11 02:01:00",1,1,"less_day",1
6236674,"eclipse/jetty.project",2,6,33,389,402,"faible","src",22,"Wednesday","0",1478,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"1","0","1","0","1","9bb02604108789b017eb93b40fa667f1189fbf7a",1,1,0,0,0,0,0,0,0,1,0,0,"2013-04-11 02:31:23",1,1,"less_day",1
6239349,"eclipse/jetty.project",2,6,61,728,659,"high","src",1,"Thursday","0",1470,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.588616457124337,"0","0","0","0","0","8a0ba267c16f3f1fc7f90dadb2d6d2898b2f8fa8",1,0,0,1,0,0,0,0,0,1,0,0,"2013-04-11 05:31:14",1,1,"less_day",1
6239704,"eclipse/jetty.project",1,1,162,1316,2239,"faible","src+other",1,"Thursday","0",1470,"daily","MERGE",0,1,1,0,1,1,0,0,1,1,0.634199444480777,"","","","","","07b844bf854f80febb7a2160ce10a32de10c8338",1,1,0,1,0,0,0,0,0,1,1,0,"2013-04-11 06:01:30",1,0.95,"less_day",0
6245572,"eclipse/jetty.project",1,1,1,14,8,"faible","src",6,"Thursday","1",617,"daily","PUSH",0,1,1,0,1,1,0,1,1,1,0,"0","0","0","0","0","7ed3a343ad6084f2e24c056cf98988ffcb0a2daa",1,1,0,0,0,0,0,0,0,1,0,0,"2013-04-11 11:02:45",1,1,"less_day",1
6277997,"eclipse/jetty.project",1,1,2,15,47,"faible","test+src",6,"Friday","0",1479,"daily","PUSH",0,1,1,0,1,1,1,0,1,1,0.951412253533021,"1","0","1","0","0","9885449bdf82397f363035f391389b9b3a7b454d",0,1,0,0,0,0,0,0,0,1,0,0,"2013-04-12 11:01:16",0,0.92,"day_ago",1
6279099,"eclipse/jetty.project",2,6,7,48,83,"faible","test+src+other",7,"Friday","0",1408,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.501146044178559,"1","0","1","0","1","de7adaf0d23fae2302a2956fe22df3005ade4e82",1,0,0,0,0,0,0,0,0,1,0,0,"2013-04-12 12:01:25",1,0.91,"less_day",1
6279782,"eclipse/jetty.project",1,1,1,1,8,"faible","test+src",8,"Friday","1",618,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"0","0","0","0","0","e1fa106c19839145af5a3efa3b88bf01e4c06e9a",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-12 12:31:19",1,0.86,"week_ago",1
6295323,"eclipse/jetty.project",2,6,6,187,92,"faible","test+src",17,"Friday","0",1408,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.222883429999307,"1","0","1","0","0","70e6655ec5a5b45839fcd6b6bbe7be7427f5e8ef",0,0,0,0,0,0,0,0,0,1,0,0,"2013-04-12 21:32:16",1,0.9,"less_day",1
6341092,"eclipse/jetty.project",2,6,11,260,248,"faible","test+src",21,"Sunday","0",1482,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.37642451410169,"0","0","0","0","0","333f23bebd4d96a5608f736fda9999d7e06a54d4",1,0,0,0,0,0,0,0,0,1,0,0,"2013-04-15 01:31:01",1,0.9,"week_ago",1
6341476,"eclipse/jetty.project",1,1,1,0,50,"faible","other",21,"Sunday","0",1482,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"","","","","","2e5dd6b4425294bc192ab362e6e6e94a4b0efde9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-15 02:01:12",1,0.9,"less_day",0
6341867,"eclipse/jetty.project",1,1,2,2,6,"faible","src+other",22,"Sunday","0",1482,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0.954434002924965,"1","0","1","1","0","4e3c7367af210acbc1231ad7c0d50cfffca2b111",0,0,0,1,0,0,0,0,0,1,1,0,"2013-04-15 02:31:13",1,0.9,"less_day",1
6343705,"eclipse/jetty.project",1,1,1,11,6,"faible","src",0,"Monday","0",1482,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"1","0","1","1","0","a03a5c340bc386a4c8809c7641cac8f853bdf0ef",0,0,0,1,0,0,0,0,0,1,1,0,"2013-04-15 05:01:14",1,0.9,"less_day",1
6344998,"eclipse/jetty.project",1,1,1,7,18,"faible","test+src",2,"Monday","0",1482,"daily","PUSH",0,1,1,0,1,1,0,1,1,1,0,"0","0","0","0","0","668290b77e16335b356fd1def048e6023c3e08cc",1,0,0,0,0,0,0,0,0,1,0,0,"2013-04-15 07:01:16",1,0.9,"less_day",1
6345399,"eclipse/jetty.project",1,1,3,3,11,"faible","src+other",3,"Monday","0",1482,"daily","PUSH",0,1,1,0,1,1,0,1,1,1,0.690814021097605,"1","0","1","0","0","4b546de9c9fc66fea155bf5b4bf6cee58c12975c",1,0,0,0,0,0,0,0,0,1,0,0,"2013-04-15 07:31:12",0,0.8,"less_day",1
6345865,"eclipse/jetty.project",1,1,18,39,93,"moy","src+other",3,"Monday","0",1474,"daily","PUSH",0,1,1,0,1,1,1,0,1,1,0.852333916577883,"1","0","1","1","1","db21b42b4fa6e68aff98d66201626ab3e4b67fd4",0,0,0,1,0,0,0,0,0,1,1,0,"2013-04-15 08:25:03",0,0.89,"week_ago",1
6346298,"eclipse/jetty.project",3,6,21,47,128,"faible","test+src",4,"Monday","0",1474,"daily","PUSH",0,1,1,0,1,1,1,0,1,1,0,"1","0","1","0","0","6020321845ee25924ec170bf46ac87883e737991",1,1,0,0,0,0,0,0,0,1,0,0,"2013-04-15 08:33:33",1,0.88,"less_day",1
6346842,"eclipse/jetty.project",1,1,2,16,3,"faible","src",4,"Monday","0",1482,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.485460760745913,"1","0","1","0","0","c912231d749ffa4250b850b016b63b97379dbf23",1,0,0,0,0,0,0,0,0,1,0,0,"2013-04-15 09:01:23",0,0.7,"less_day",1
6357617,"eclipse/jetty.project",2,6,78,1428,1545,"faible","src+other",12,"Monday","0",1490,"daily","PUSH",0,1,1,0,1,1,0,1,1,1,0.411330601456697,"1","0","1","1","1","90c44af0e1da74a99d745037145d7c2d86ed2a2b",1,1,0,1,0,0,0,0,0,1,1,0,"2013-04-15 16:31:50",1,0.9,"week_ago",1
6358459,"eclipse/jetty.project",2,6,232,1582,1699,"high","other",12,"Monday","0",1490,"daily","PUSH",0,1,1,0,1,1,0,1,1,1,1,"","","","","","0b20467c6fc8533e336b5592ea2f5921ce205d14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-15 17:01:35",0,0.85,"week_ago",0
6363508,"eclipse/jetty.project",3,6,384,2757,3184,"faible","test+src+other",15,"Monday","0",1377,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.293219626532594,"","","","","","1f45b3678befbb1ed619812b8ce5fa85a2d69736",1,1,0,1,0,0,0,0,0,1,1,0,"2013-04-15 20:03:59",0,0.8,"less_day",0
6383381,"eclipse/jetty.project",1,1,2,9,33,"faible","test+src",9,"Tuesday","0",1377,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.70246655129039,"0","0","0","0","0","824675d072f94888ebc91d0abdbc386e3703d4dc",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-16 14:28:31",0,0.7,"day_ago",1
6418964,"eclipse/jetty.project",1,1,2,9,33,"faible","test+src",11,"Wednesday","0",1378,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.70246655129039,"0","0","0","0","0","119a1bb1cfc96d11cf10158d6b583c6e353e3288",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-17 16:01:25",0,0.78,"more_week_ago",1
6420860,"eclipse/jetty.project",3,6,157,164,188,"high","other",12,"Wednesday","0",1492,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.664692178530598,"","","","","","7baaa14ba16f5131e77d2010e393edca667adc65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-17 17:03:18",0,0.7,"more_week_ago",0
6422993,"eclipse/jetty.project",1,1,1,0,2,"faible","null",14,"Wednesday","0",1492,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0,"","","","","","c40761dd0b0a2aa445a8ee8e358b248ec28adba0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-17 18:31:20",0,0.61,"more_week_ago",0
6423000,"eclipse/jetty.project",1,1,78,78,91,"faible","other",14,"Wednesday","0",1492,"daily","MERGE",0,1,1,0,1,1,0,0,1,1,0.977323515878956,"","","","","","21da9af8c0b1217e1ccef60fab75904c71bf9606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-17 18:31:31",0,0.59,"week_ago",0
6427313,"eclipse/jetty.project",3,6,92,328,728,"moy","test+src",16,"Wednesday","0",1379,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.345569068131718,"","","","","","df77322ff15e5ea61d410971113bc62f7daab39e",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-17 21:00:37",0,0.72,"week_ago",0
6428377,"eclipse/jetty.project",1,1,2,2,41,"faible","test+src",17,"Wednesday","0",1379,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0.583019416734701,"","","","","","754dfa979ec499fc79ac9d5ab4aacd086ab5d799",0,0,0,0,0,0,0,0,0,0,0,0,"2013-04-17 21:30:34",0,0.66,"week_ago",0
6433054,"eclipse/jetty.project",1,1,1,1,4,"faible","src",21,"Wednesday","0",1477,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0,"1","0","0","0","0","2dd2b783354f3cf3932b7378dce38e7a7807e8fe",0,0,0,0,0,0,0,0,1,1,0,0,"2013-04-18 01:31:10",0,0.52,"week_ago",1
6433985,"eclipse/jetty.project",1,1,103,411,516,"faible","src+other",22,"Wednesday","0",1477,"daily","MERGE",0,1,1,0,1,1,1,1,1,1,0.719711793859392,"1","0","1","1","1","d34bd7aec76e9c30e4d6e7130c3e7c4e8b0772e2",1,1,0,1,0,0,0,0,1,1,1,0,"2013-04-18 02:31:27",1,0.63,"week_ago",1
6435573,"eclipse/jetty.project",1,1,1,1,6,"faible","src",0,"Thursday","0",1477,"daily","PUSH",0,1,1,0,1,1,1,1,1,1,0,"0","0","0","0","0","2e5a233cd32cfb7008cab1eeb45e47aae95d383f",1,0,0,0,0,0,0,0,0,0,0,0,"2013-04-18 06:01:16",1,0.88,"week_ago",1
6435944,"eclipse/jetty.project",1,1,1,1,6,"faible","src",0,"Thursday","0",1477,"daily","MERGE",0,1,1,0,1,1,0,0,1,1,0,"0","0","0","0","0","f23b15adaf81c3c639b54d72b54c7aea3168648b",1,0,0,0,0,0,0,0,0,0,0,0,"2013-04-18 06:13:12",1,0.66,"less_day",1
6435947,"eclipse/jetty.project",1,1,1,1,6,"faible","src",0,"Thursday","0",1477,"daily","MERGE",0,1,1,0,1,1,1,1,1,1,0,"0","0","0","0","0","45bc7e6f5c6d1b73f4da97b757407974add31cf7",1,0,0,0,0,0,0,0,0,0,0,0,"2013-04-18 06:14:15",1,0.68,"less_day",1
6435952,"eclipse/jetty.project",1,1,2,2,14,"faible","src",0,"Thursday","0",1477,"daily","MERGE",0,1,1,0,1,1,1,1,1,1,0.988699408288497,"0","0","0","0","0","381262236560e464cbf06016d10513b9c5f2cfef",1,0,0,0,0,0,0,0,0,0,0,0,"2013-04-18 06:54:30",1,0.93,"less_day",1
6437906,"eclipse/jetty.project",1,1,1,2,2,"faible","other",3,"Thursday","0",1485,"daily","PUSH",0,1,1,0,1,1,0,0,1,1,0,"","","","","","22c3151ad6056d5dfbb796499457d79dce1e3b70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-04-18 07:39:55",0,0.61,"less_day",0
